zone,latitude,longitude,timestamp,temperature_c,humidity_percent,precipitation_mm,cloud_cover_percent,wind_speed_kmh,wind_direction_degree,solar_radiation_wm2,hour,day,month,day_of_week,is_daytime,predicted_generation_mw_per_1mw
Chittagong,22.3569,91.7832,2026-08-30 09:00:00,27.8,85,0.3,77,18.8,135,293.0,9,30,8,6,1,0.40954605
Chittagong,22.3569,91.7832,2026-08-30 10:00:00,29.1,78,0.1,70,24.9,152,529.0,10,30,8,6,1,0.48574078
Chittagong,22.3569,91.7832,2026-08-30 11:00:00,29.7,75,0.4,75,25.0,154,679.0,11,30,8,6,1,0.53876394
Chittagong,22.3569,91.7832,2026-08-30 12:00:00,30.4,73,0.3,77,24.5,161,844.0,12,30,8,6,1,0.5966905
Chittagong,22.3569,91.7832,2026-08-30 13:00:00,30.5,73,0.4,88,25.0,167,761.0,13,30,8,6,1,0.52045155
Chittagong,22.3569,91.7832,2026-08-30 14:00:00,29.7,78,0.7,94,24.0,169,678.0,14,30,8,6,1,0.4927693
Chittagong,22.3569,91.7832,2026-08-30 15:00:00,28.7,83,0.7,98,21.7,163,521.0,15,30,8,6,1,0.29790166
Chittagong,22.3569,91.7832,2026-08-30 16:00:00,28.5,81,0.2,100,22.0,163,336.0,16,30,8,6,1,0.15872513
Chittagong,22.3569,91.7832,2026-08-30 17:00:00,27.5,88,0.5,99,21.0,158,147.0,17,30,8,6,1,0.02968824
Chittagong,22.3569,91.7832,2026-08-30 18:00:00,26.6,95,1.5,99,20.4,153,48.0,18,30,8,6,1,0.0077044507
Chittagong,22.3569,91.7832,2026-08-30 19:00:00,26.3,95,0.4,99,20.4,144,1.0,19,30,8,6,1,0.0016814176
Chittagong,22.3569,91.7832,2026-08-30 20:00:00,26.3,95,0.1,100,20.0,144,0.0,20,30,8,6,0,0.0
Chittagong,22.3569,91.7832,2026-08-30 21:00:00,26.4,94,0.0,100,19.8,148,0.0,21,30,8,6,0,0.0
Khulna,22.8456,89.5403,2026-08-29 22:00:00,28.2,86,0.0,57,8.1,90,0.0,22,29,8,5,0,0.0015919232
Khulna,22.8456,89.5403,2026-08-29 23:00:00,27.8,87,0.0,56,9.0,74,0.0,23,29,8,5,0,0.0013289588
Khulna,22.8456,89.5403,2026-08-30 00:00:00,27.5,88,0.0,84,10.2,77,0.0,0,30,8,6,0,0.0026585155
Khulna,22.8456,89.5403,2026-08-30 01:00:00,27.3,88,0.0,99,10.9,78,0.0,1,30,8,6,0,0.0008860175
Khulna,22.8456,89.5403,2026-08-30 02:00:00,27.1,90,0.0,99,11.4,75,0.0,2,30,8,6,0,0.0
Khulna,22.8456,89.5403,2026-08-30 03:00:00,27.1,90,0.0,86,12.4,68,0.0,3,30,8,6,0,0.00069006474
Khulna,22.8456,89.5403,2026-08-30 04:00:00,27.0,90,0.0,100,13.9,61,0.0,4,30,8,6,0,0.0
Khulna,22.8456,89.5403,2026-08-30 05:00:00,27.2,89,0.0,100,15.4,52,0.0,5,30,8,6,0,0.004109397
Khulna,22.8456,89.5403,2026-08-30 06:00:00,27.3,88,0.0,100,17.2,59,1.0,6,30,8,6,1,0.03436754
Khulna,22.8456,89.5403,2026-08-30 07:00:00,27.6,88,0.0,100,16.4,64,37.0,7,30,8,6,1,0.11712443
Khulna,22.8456,89.5403,2026-08-30 08:00:00,28.2,87,0.2,100,16.6,63,129.0,8,30,8,6,1,0.20253158
Khulna,22.8456,89.5403,2026-08-30 09:00:00,28.5,87,0.6,88,20.5,79,380.0,9,30,8,6,1,0.3734633
Khulna,22.8456,89.5403,2026-08-30 10:00:00,29.9,82,0.3,82,17.8,79,558.0,10,30,8,6,1,0.4830484
Khulna,22.8456,89.5403,2026-08-30 11:00:00,31.6,74,0.1,100,17.5,89,711.0,11,30,8,6,1,0.53459615
Khulna,22.8456,89.5403,2026-08-30 12:00:00,28.4,85,3.8,100,19.0,97,465.0,12,30,8,6,1,0.3138453
Khulna,22.8456,89.5403,2026-08-30 13:00:00,28.4,90,1.5,97,10.8,116,371.0,13,30,8,6,1,0.389063
Khulna,22.8456,89.5403,2026-08-30 14:00:00,30.1,85,0.5,96,11.2,118,558.0,14,30,8,6,1,0.37201133
Khulna,22.8456,89.5403,2026-08-30 15:00:00,28.2,92,3.5,99,9.5,112,415.0,15,30,8,6,1,0.18110183
Khulna,22.8456,89.5403,2026-08-30 16:00:00,29.2,89,0.2,98,11.5,112,296.0,16,30,8,6,1,0.15910232
Khulna,22.8456,89.5403,2026-08-30 17:00:00,29.2,83,0.2,97,13.5,123,252.0,17,30,8,6,1,0.07680112
Khulna,22.8456,89.5403,2026-08-30 18:00:00,28.6,87,0.1,99,11.5,113,79.0,18,30,8,6,1,0.008849303
Khulna,22.8456,89.5403,2026-08-30 19:00:00,28.3,88,0.0,99,11.3,121,3.0,19,30,8,6,1,0.002894943
Khulna,22.8456,89.5403,2026-08-30 20:00:00,28.0,88,0.0,98,12.0,126,0.0,20,30,8,6,0,0.0
Khulna,22.8456,89.5403,2026-08-30 21:00:00,27.7,90,0.0,98,11.5,121,0.0,21,30,8,6,0,0.0
Rajshahi,24.3745,88.6042,2026-08-29 22:00:00,27.6,95,4.4,99,5.0,136,0.0,22,29,8,5,0,0.002359625
Rajshahi,24.3745,88.6042,2026-08-29 23:00:00,26.8,95,1.4,100,9.7,112,0.0,23,29,8,5,0,0.0030590277
Rajshahi,24.3745,88.6042,2026-08-30 00:00:00,26.2,97,3.0,95,9.9,61,0.0,0,30,8,6,0,0.0009404677
Rajshahi,24.3745,88.6042,2026-08-30 01:00:00,26.5,97,0.1,84,7.8,38,0.0,1,30,8,6,0,0.0
Rajshahi,24.3745,88.6042,2026-08-30 02:00:00,26.7,97,0.0,91,7.0,58,0.0,2,30,8,6,0,2.0332272e-05
Rajshahi,24.3745,88.6042,2026-08-30 03:00:00,26.8,97,0.0,84,7.7,62,0.0,3,30,8,6,0,0.0
Rajshahi,24.3745,88.6042,2026-08-30 04:00:00,26.7,95,0.0,75,7.5,69,0.0,4,30,8,6,0,7.402245e-05
Rajshahi,24.3745,88.6042,2026-08-30 05:00:00,26.7,95,0.0,77,8.6,75,0.0,5,30,8,6,0,0.0030397037
Rajshahi,24.3745,88.6042,2026-08-30 06:00:00,26.7,95,0.0,97,10.0,77,1.0,6,30,8,6,1,0.05454921
Rajshahi,24.3745,88.6042,2026-08-30 07:00:00,27.8,90,0.0,91,13.8,79,76.0,7,30,8,6,1,0.18240987
Rajshahi,24.3745,88.6042,2026-08-30 08:00:00,28.7,86,0.0,95,16.3,84,221.0,8,30,8,6,1,0.3242621
Rajshahi,24.3745,88.6042,2026-08-30 09:00:00,29.9,78,0.0,97,17.8,96,423.0,9,30,8,6,1,0.42781833
Rajshahi,24.3745,88.6042,2026-08-30 10:00:00,30.9,73,0.1,95,17.5,86,587.0,10,30,8,6,1,0.53054595
Rajshahi,24.3745,88.6042,2026-08-30 11:00:00,32.3,67,0.1,98,18.5,77,776.0,11,30,8,6,1,0.60931385
Rajshahi,24.3745,88.6042,2026-08-30 12:00:00,32.7,67,0.1,98,16.2,82,771.0,12,30,8,6,1,0.5377657
Rajshahi,24.3745,88.6042,2026-08-30 13:00:00,33.0,68,0.1,94,15.2,85,857.0,13,30,8,6,1,0.525519
Rajshahi,24.3745,88.6042,2026-08-30 14:00:00,33.4,65,0.1,53,14.1,84,784.0,14,30,8,6,1,0.4980269
Rajshahi,24.3745,88.6042,2026-08-30 15:00:00,32.7,69,0.1,95,12.9,96,555.0,15,30,8,6,1,0.3267455
Rajshahi,24.3745,88.6042,2026-08-30 16:00:00,28.5,90,5.8,89,8.4,71,432.0,16,30,8,6,1,0.23248212
Rajshahi,24.3745,88.6042,2026-08-30 17:00:00,29.2,86,0.2,88,10.9,52,234.0,17,30,8,6,1,0.081880756
Rajshahi,24.3745,88.6042,2026-08-30 18:00:00,28.9,89,0.2,87,10.2,66,106.0,18,30,8,6,1,0.017210318
Rajshahi,24.3745,88.6042,2026-08-30 19:00:00,28.4,91,0.2,95,10.1,90,6.0,19,30,8,6,1,0.0058638547
Rajshahi,24.3745,88.6042,2026-08-30 20:00:00,27.0,95,2.6,98,13.5,88,0.0,20,30,8,6,0,0.0
Rajshahi,24.3745,88.6042,2026-08-30 21:00:00,27.3,93,0.9,88,13.8,83,0.0,21,30,8,6,0,0.0
Comilla,23.4607,91.1809,2026-08-29 22:00:00,27.3,93,0.0,66,9.4,135,0.0,22,29,8,5,0,0.00018167782
Comilla,23.4607,91.1809,2026-08-29 23:00:00,27.3,92,0.0,97,9.9,117,0.0,23,29,8,5,0,0.0009078062
Comilla,23.4607,91.1809,2026-08-30 00:00:00,27.1,92,0.0,94,8.9,114,0.0,0,30,8,6,0,0.0
Comilla,23.4607,91.1809,2026-08-30 01:00:00,26.8,92,0.0,98,9.1,105,0.0,1,30,8,6,0,6.644948e-05
Comilla,23.4607,91.1809,2026-08-30 02:00:00,26.7,93,0.0,97,9.2,97,0.0,2,30,8,6,0,0.00036196978
Comilla,23.4607,91.1809,2026-08-30 03:00:00,26.6,93,0.0,87,9.5,88,0.0,3,30,8,6,0,0.00049102586
Comilla,23.4607,91.1809,2026-08-30 04:00:00,26.5,90,0.0,77,11.9,100,0.0,4,30,8,6,0,0.00011631723
Comilla,23.4607,91.1809,2026-08-30 05:00:00,26.5,87,0.0,89,13.1,103,0.0,5,30,8,6,0,0.0056696148
Comilla,23.4607,91.1809,2026-08-30 06:00:00,26.5,86,0.0,38,13.5,106,5.0,6,30,8,6,1,0.082845986
Comilla,23.4607,91.1809,2026-08-30 07:00:00,27.6,83,0.0,80,15.2,113,112.0,7,30,8,6,1,0.23180437
Comilla,23.4607,91.1809,2026-08-30 08:00:00,28.8,79,0.0,93,15.9,115,302.0,8,30,8,6,1,0.3728312
Comilla,23.4607,91.1809,2026-08-30 09:00:00,29.3,77,0.0,88,19.3,121,442.0,9,30,8,6,1,0.45837802
Comilla,23.4607,91.1809,2026-08-30 10:00:00,30.0,77,0.0,96,20.3,122,583.0,10,30,8,6,1,0.544174
Comilla,23.4607,91.1809,2026-08-30 11:00:00,30.2,74,0.1,89,21.4,124,675.0,11,30,8,6,1,0.57721704
Comilla,23.4607,91.1809,2026-08-30 12:00:00,30.6,76,0.1,89,18.9,132,728.0,12,30,8,6,1,0.5584016
Comilla,23.4607,91.1809,2026-08-30 13:00:00,30.7,78,0.2,100,16.9,155,767.0,13,30,8,6,1,0.4899869
Comilla,23.4607,91.1809,2026-08-30 14:00:00,28.0,90,4.0,99,17.0,144,479.0,14,30,8,6,1,0.3194158
Comilla,23.4607,91.1809,2026-08-30 15:00:00,29.3,84,0.4,99,18.7,152,409.0,15,30,8,6,1,0.2200215
Comilla,23.4607,91.1809,2026-08-30 16:00:00,28.9,84,0.5,99,21.0,137,401.0,16,30,8,6,1,0.15402898
Comilla,23.4607,91.1809,2026-08-30 17:00:00,28.5,85,0.0,99,18.2,141,167.0,17,30,8,6,1,0.082013436
Comilla,23.4607,91.1809,2026-08-30 18:00:00,28.0,87,0.0,99,18.5,135,53.0,18,30,8,6,1,0.007660688
Comilla,23.4607,91.1809,2026-08-30 19:00:00,27.8,86,0.0,100,18.5,135,1.0,19,30,8,6,1,0.0052328254
Comilla,23.4607,91.1809,2026-08-30 20:00:00,27.5,86,0.0,100,18.4,139,0.0,20,30,8,6,0,0.0039247978
Comilla,23.4607,91.1809,2026-08-30 21:00:00,27.2,88,0.0,100,17.3,138,0.0,21,30,8,6,0,0.0027567204
Mymensingh,24.7471,90.4203,2026-08-29 22:00:00,28.4,89,0.5,99,2.2,104,0.0,22,29,8,5,0,0.0061245444
Mymensingh,24.7471,90.4203,2026-08-29 23:00:00,26.6,97,4.5,99,7.8,48,0.0,23,29,8,5,0,0.00267615
Mymensingh,24.7471,90.4203,2026-08-30 00:00:00,26.1,97,1.4,99,13.1,92,0.0,0,30,8,6,0,0.0020454451
Mymensingh,24.7471,90.4203,2026-08-30 01:00:00,26.1,97,1.4,96,10.6,69,0.0,1,30,8,6,0,0.0009420981
Mymensingh,24.7471,90.4203,2026-08-30 02:00:00,26.1,96,0.5,88,9.6,77,0.0,2,30,8,6,0,0.0014909438
Mymensingh,24.7471,90.4203,2026-08-30 03:00:00,26.1,98,0.3,93,9.4,77,0.0,3,30,8,6,0,0.0016868408
Mymensingh,24.7471,90.4203,2026-08-30 04:00:00,26.1,98,0.1,95,10.2,77,0.0,4,30,8,6,0,0.00032156028
Mymensingh,24.7471,90.4203,2026-08-30 05:00:00,26.2,98,0.0,92,11.4,87,0.0,5,30,8,6,0,0.0029255373
Mymensingh,24.7471,90.4203,2026-08-30 06:00:00,26.3,97,0.0,91,11.9,87,3.0,6,30,8,6,1,0.0669594
Mymensingh,24.7471,90.4203,2026-08-30 07:00:00,27.0,94,0.1,73,14.0,90,86.0,7,30,8,6,1,0.1666508
Mymensingh,24.7471,90.4203,2026-08-30 08:00:00,28.3,88,0.0,94,13.4,94,259.0,8,30,8,6,1,0.3094531
Mymensingh,24.7471,90.4203,2026-08-30 09:00:00,29.7,80,0.0,98,11.4,105,455.0,9,30,8,6,1,0.4258028
Mymensingh,24.7471,90.4203,2026-08-30 10:00:00,30.7,75,0.1,99,13.5,123,619.0,10,30,8,6,1,0.491319
Mymensingh,24.7471,90.4203,2026-08-30 11:00:00,31.1,75,0.0,99,12.2,114,704.0,11,30,8,6,1,0.53809357
Mymensingh,24.7471,90.4203,2026-08-30 12:00:00,32.0,74,0.1,95,11.7,107,805.0,12,30,8,6,1,0.5993889
Mymensingh,24.7471,90.4203,2026-08-30 13:00:00,32.6,73,0.0,100,12.2,107,866.0,13,30,8,6,1,0.5173706
Mymensingh,24.7471,90.4203,2026-08-30 14:00:00,30.0,81,2.7,98,17.3,134,739.0,14,30,8,6,1,0.41037744
Mymensingh,24.7471,90.4203,2026-08-30 15:00:00,30.0,84,1.8,79,8.5,114,462.0,15,30,8,6,1,0.25102085
Mymensingh,24.7471,90.4203,2026-08-30 16:00:00,30.9,75,0.0,98,13.6,121,386.0,16,30,8,6,1,0.17011799
Mymensingh,24.7471,90.4203,2026-08-30 17:00:00,29.3,84,1.0,99,10.7,135,247.0,17,30,8,6,1,0.07025773
Mymensingh,24.7471,90.4203,2026-08-30 18:00:00,28.8,87,0.0,99,12.1,118,81.0,18,30,8,6,1,0.008395874
Mymensingh,24.7471,90.4203,2026-08-30 19:00:00,28.2,87,0.0,99,13.9,120,3.0,19,30,8,6,1,0.00085964415
Mymensingh,24.7471,90.4203,2026-08-30 20:00:00,27.8,87,0.0,99,16.2,119,0.0,20,30,8,6,0,0.0007825754
Mymensingh,24.7471,90.4203,2026-08-30 21:00:00,27.5,88,0.0,91,16.5,115,0.0,21,30,8,6,0,0.001002376
Sylhet,24.8949,91.8687,2026-08-29 22:00:00,26.7,97,7.2,99,5.0,90,0.0,22,29,8,5,0,0.004724569
Sylhet,24.8949,91.8687,2026-08-29 23:00:00,26.3,98,3.5,100,5.6,65,0.0,23,29,8,5,0,0.0
Sylhet,24.8949,91.8687,2026-08-30 00:00:00,26.0,100,2.8,100,8.5,52,0.0,0,30,8,6,0,0.0011297141
Sylhet,24.8949,91.8687,2026-08-30 01:00:00,25.7,99,7.4,100,10.5,27,0.0,1,30,8,6,0,0.003041539
Sylhet,24.8949,91.8687,2026-08-30 02:00:00,25.5,100,1.0,99,12.1,33,0.0,2,30,8,6,0,0.0005476328
Sylhet,24.8949,91.8687,2026-08-30 03:00:00,25.2,99,0.2,98,10.5,53,0.0,3,30,8,6,0,0.0009723488
Sylhet,24.8949,91.8687,2026-08-30 04:00:00,25.5,97,0.0,98,9.8,70,0.0,4,30,8,6,0,0.0013454191
Sylhet,24.8949,91.8687,2026-08-30 05:00:00,25.6,97,0.0,100,8.5,73,0.0,5,30,8,6,0,0.0032906488
Sylhet,24.8949,91.8687,2026-08-30 06:00:00,25.9,97,0.0,100,7.0,72,4.0,6,30,8,6,1,0.06951336
Sylhet,24.8949,91.8687,2026-08-30 07:00:00,27.1,93,0.0,99,5.0,71,89.0,7,30,8,6,1,0.2037303
Sylhet,24.8949,91.8687,2026-08-30 08:00:00,28.9,86,0.0,95,4.5,74,291.0,8,30,8,6,1,0.33837613
Sylhet,24.8949,91.8687,2026-08-30 09:00:00,30.8,76,0.0,99,3.4,72,492.0,9,30,8,6,1,0.5190954
Sylhet,24.8949,91.8687,2026-08-30 10:00:00,32.3,67,0.0,100,0.6,108,650.0,10,30,8,6,1,0.63528204
Sylhet,24.8949,91.8687,2026-08-30 11:00:00,33.1,64,0.0,97,2.3,129,731.0,11,30,8,6,1,0.6215993
Sylhet,24.8949,91.8687,2026-08-30 12:00:00,33.8,63,0.0,99,3.3,135,854.0,12,30,8,6,1,0.6264941
Sylhet,24.8949,91.8687,2026-08-30 13:00:00,33.6,65,0.1,91,9.2,169,859.0,13,30,8,6,1,0.5481182
Sylhet,24.8949,91.8687,2026-08-30 14:00:00,31.2,78,0.7,70,14.9,179,707.0,14,30,8,6,1,0.43012673
Sylhet,24.8949,91.8687,2026-08-30 15:00:00,31.2,81,0.3,87,11.8,186,612.0,15,30,8,6,1,0.3490591
Sylhet,24.8949,91.8687,2026-08-30 16:00:00,31.2,77,0.1,95,8.3,176,447.0,16,30,8,6,1,0.1863479
Sylhet,24.8949,91.8687,2026-08-30 17:00:00,30.4,79,0.1,98,5.1,108,195.0,17,30,8,6,1,0.06298167
Sylhet,24.8949,91.8687,2026-08-30 18:00:00,28.6,92,0.2,97,9.2,62,40.0,18,30,8,6,1,0.01756071
Sylhet,24.8949,91.8687,2026-08-30 19:00:00,27.9,94,0.4,99,7.9,78,1.0,19,30,8,6,1,0.004166334
Sylhet,24.8949,91.8687,2026-08-30 20:00:00,27.0,97,0.9,100,11.7,65,0.0,20,30,8,6,0,0.0
Sylhet,24.8949,91.8687,2026-08-30 21:00:00,26.4,98,0.1,100,10.3,41,0.0,21,30,8,6,0,0.00023526906
Barishal,22.701,90.3535,2026-08-29 22:00:00,27.4,90,0.2,23,12.6,86,0.0,22,29,8,5,0,0.0035309878
Barishal,22.701,90.3535,2026-08-29 23:00:00,27.6,90,0.0,34,15.7,99,0.0,23,29,8,5,0,0.0014274075
Barishal,22.701,90.3535,2026-08-30 00:00:00,27.4,91,0.0,38,17.1,97,0.0,0,30,8,6,0,0.0022693947
Barishal,22.701,90.3535,2026-08-30 01:00:00,27.3,91,0.0,78,18.3,100,0.0,1,30,8,6,0,0.003226735
Barishal,22.701,90.3535,2026-08-30 02:00:00,27.5,90,0.0,67,17.0,97,0.0,2,30,8,6,0,0.004552325
Barishal,22.701,90.3535,2026-08-30 03:00:00,27.4,90,0.0,78,19.9,96,0.0,3,30,8,6,0,0.0038161853
Barishal,22.701,90.3535,2026-08-30 04:00:00,27.3,90,0.0,73,20.1,95,0.0,4,30,8,6,0,0.0019659414
Barishal,22.701,90.3535,2026-08-30 05:00:00,27.5,88,0.0,58,20.3,104,0.0,5,30,8,6,0,0.003189299
Barishal,22.701,90.3535,2026-08-30 06:00:00,27.4,89,0.0,68,19.3,108,3.0,6,30,8,6,1,0.067597926
Barishal,22.701,90.3535,2026-08-30 07:00:00,28.0,86,0.1,84,20.3,110,94.0,7,30,8,6,1,0.17878349
Barishal,22.701,90.3535,2026-08-30 08:00:00,28.0,88,1.0,98,19.1,108,190.0,8,30,8,6,1,0.22983259
Barishal,22.701,90.3535,2026-08-30 09:00:00,28.6,88,0.5,87,20.0,108,413.0,9,30,8,6,1,0.36225265
Barishal,22.701,90.3535,2026-08-30 10:00:00,29.7,82,0.2,98,24.2,103,565.0,10,30,8,6,1,0.4248334
Barishal,22.701,90.3535,2026-08-30 11:00:00,29.0,86,1.1,84,23.5,122,486.0,11,30,8,6,1,0.46429488
Barishal,22.701,90.3535,2026-08-30 12:00:00,28.7,85,1.9,94,22.3,135,699.0,12,30,8,6,1,0.49957696
Barishal,22.701,90.3535,2026-08-30 13:00:00,29.2,87,0.7,100,20.6,135,594.0,13,30,8,6,1,0.3830072
Barishal,22.701,90.3535,2026-08-30 14:00:00,28.6,89,2.0,91,18.6,142,587.0,14,30,8,6,1,0.38263017
Barishal,22.701,90.3535,2026-08-30 15:00:00,28.6,88,1.3,98,19.3,139,432.0,15,30,8,6,1,0.21556257
Barishal,22.701,90.3535,2026-08-30 16:00:00,29.0,86,0.5,98,18.6,139,350.0,16,30,8,6,1,0.16352099
Barishal,22.701,90.3535,2026-08-30 17:00:00,28.9,85,0.3,98,18.1,148,215.0,17,30,8,6,1,0.075094834
Barishal,22.701,90.3535,2026-08-30 18:00:00,28.4,87,0.1,100,17.0,148,75.0,18,30,8,6,1,0.006921436
Barishal,22.701,90.3535,2026-08-30 19:00:00,27.9,88,0.0,99,15.2,147,2.0,19,30,8,6,1,0.0045928266
Barishal,22.701,90.3535,2026-08-30 20:00:00,28.0,89,0.0,99,16.0,150,0.0,20,30,8,6,0,0.00018012711
Barishal,22.701,90.3535,2026-08-30 21:00:00,27.6,90,0.1,91,16.7,151,0.0,21,30,8,6,0,0.001103995
Rangpur,25.7439,89.2752,2026-08-29 22:00:00,28.6,90,0.0,99,6.6,49,0.0,22,29,8,5,0,0.0
Rangpur,25.7439,89.2752,2026-08-29 23:00:00,28.2,92,0.0,94,6.4,74,0.0,23,29,8,5,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 00:00:00,28.1,93,0.2,87,9.4,144,0.0,0,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 01:00:00,27.7,94,0.0,84,7.4,158,0.0,1,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 02:00:00,27.3,93,0.0,68,5.1,153,0.0,2,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 03:00:00,27.0,94,0.0,81,4.5,124,0.0,3,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 04:00:00,26.7,94,0.0,99,4.8,117,0.0,4,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 05:00:00,26.7,93,0.1,99,6.1,133,0.0,5,30,8,6,0,0.0
Rangpur,25.7439,89.2752,2026-08-30 06:00:00,26.1,95,1.6,99,13.1,127,2.0,6,30,8,6,1,0.05548973
Rangpur,25.7439,89.2752,2026-08-30 07:00:00,26.0,95,2.0,98,10.0,126,48.0,7,30,8,6,1,0.11600972
Rangpur,25.7439,89.2752,2026-08-30 08:00:00,27.0,93,0.4,74,10.8,128,176.0,8,30,8,6,1,0.2009338
Rangpur,25.7439,89.2752,2026-08-30 09:00:00,28.8,88,0.0,73,8.5,115,437.0,9,30,8,6,1,0.4199978
Rangpur,25.7439,89.2752,2026-08-30 10:00:00,30.3,81,0.1,99,12.5,105,602.0,10,30,8,6,1,0.44347903
Rangpur,25.7439,89.2752,2026-08-30 11:00:00,31.1,78,0.1,99,12.3,93,675.0,11,30,8,6,1,0.46021637
