timestamp,zone,latitude,longitude,solar_irradiance_wh_m2
2024010502,Dhaka,23.8103,90.4125,0.0
2024010503,Dhaka,23.8103,90.4125,0.0
2024010504,Dhaka,23.8103,90.4125,0.0
2024010505,Dhaka,23.8103,90.4125,0.0
2024010506,Dhaka,23.8103,90.4125,0.0
2024010507,Dhaka,23.8103,90.4125,58.03
2024010508,Dhaka,23.8103,90.4125,178.35
2024010509,Dhaka,23.8103,90.4125,323.7
2024010510,Dhaka,23.8103,90.4125,446.17
2024010511,Dhaka,23.8103,90.4125,523.5
2024010512,Dhaka,23.8103,90.4125,535.38
2024010513,Dhaka,23.8103,90.4125,485.95
2024010514,Dhaka,23.8103,90.4125,404.62
2024010515,Dhaka,23.8103,90.4125,251.5
2024010516,Dhaka,23.8103,90.4125,93.03
2024010517,Dhaka,23.8103,90.4125,4.22
2024010518,Dhaka,23.8103,90.4125,0.0
2024010519,Dhaka,23.8103,90.4125,0.0
2024010520,Dhaka,23.8103,90.4125,0.0
2024010521,Dhaka,23.8103,90.4125,0.0
2024010522,Dhaka,23.8103,90.4125,0.0
2024010523,Dhaka,23.8103,90.4125,0.0
2024010600,Dhaka,23.8103,90.4125,0.0
2024010601,Dhaka,23.8103,90.4125,0.0
2024010602,Dhaka,23.8103,90.4125,0.0
2024010603,Dhaka,23.8103,90.4125,0.0
2024010604,Dhaka,23.8103,90.4125,0.0
2024010605,Dhaka,23.8103,90.4125,0.0
2024010606,Dhaka,23.8103,90.4125,0.0
2024010607,Dhaka,23.8103,90.4125,68.0
2024010608,Dhaka,23.8103,90.4125,217.32
2024010609,Dhaka,23.8103,90.4125,387.27
2024010610,Dhaka,23.8103,90.4125,520.15
2024010611,Dhaka,23.8103,90.4125,587.4
2024010612,Dhaka,23.8103,90.4125,577.15
2024010613,Dhaka,23.8103,90.4125,509.6
2024010614,Dhaka,23.8103,90.4125,381.67
2024010615,Dhaka,23.8103,90.4125,226.93
2024010616,Dhaka,23.8103,90.4125,84.15
2024010617,Dhaka,23.8103,90.4125,3.58
2024010618,Dhaka,23.8103,90.4125,0.0
2024010619,Dhaka,23.8103,90.4125,0.0
2024010620,Dhaka,23.8103,90.4125,0.0
2024010621,Dhaka,23.8103,90.4125,0.0
2024010622,Dhaka,23.8103,90.4125,0.0
2024010623,Dhaka,23.8103,90.4125,0.0
2024010700,Dhaka,23.8103,90.4125,0.0
2024010701,Dhaka,23.8103,90.4125,0.0
2024010702,Dhaka,23.8103,90.4125,0.0
2024010703,Dhaka,23.8103,90.4125,0.0
2024010704,Dhaka,23.8103,90.4125,0.0
2024010705,Dhaka,23.8103,90.4125,0.0
2024010706,Dhaka,23.8103,90.4125,0.0
2024010707,Dhaka,23.8103,90.4125,52.15
2024010708,Dhaka,23.8103,90.4125,159.95
2024010709,Dhaka,23.8103,90.4125,288.8
2024010710,Dhaka,23.8103,90.4125,402.23
2024010711,Dhaka,23.8103,90.4125,615.9
2024010712,Dhaka,23.8103,90.4125,608.28
2024010713,Dhaka,23.8103,90.4125,540.22
2024010714,Dhaka,23.8103,90.4125,411.3
2024010715,Dhaka,23.8103,90.4125,250.8
2024010716,Dhaka,23.8103,90.4125,94.43
2024010717,Dhaka,23.8103,90.4125,4.5
2024010718,Dhaka,23.8103,90.4125,0.0
2024010719,Dhaka,23.8103,90.4125,0.0
2024010720,Dhaka,23.8103,90.4125,0.0
2024010721,Dhaka,23.8103,90.4125,0.0
2024010722,Dhaka,23.8103,90.4125,0.0
2024010723,Dhaka,23.8103,90.4125,0.0
2024010800,Dhaka,23.8103,90.4125,0.0
2024010801,Dhaka,23.8103,90.4125,0.0
2024010802,Dhaka,23.8103,90.4125,0.0
2024010803,Dhaka,23.8103,90.4125,0.0
2024010804,Dhaka,23.8103,90.4125,0.0
2024010805,Dhaka,23.8103,90.4125,0.0
2024010806,Dhaka,23.8103,90.4125,0.0
2024010807,Dhaka,23.8103,90.4125,62.47
2024010808,Dhaka,23.8103,90.4125,176.45
2024010809,Dhaka,23.8103,90.4125,301.77
2024010810,Dhaka,23.8103,90.4125,469.42
2024010811,Dhaka,23.8103,90.4125,578.2
2024010812,Dhaka,23.8103,90.4125,585.72
2024010813,Dhaka,23.8103,90.4125,515.95
2024010814,Dhaka,23.8103,90.4125,392.67
2024010815,Dhaka,23.8103,90.4125,239.02
2024010816,Dhaka,23.8103,90.4125,89.25
2024010817,Dhaka,23.8103,90.4125,4.47
2024010818,Dhaka,23.8103,90.4125,0.0
2024010819,Dhaka,23.8103,90.4125,0.0
2024010820,Dhaka,23.8103,90.4125,0.0
2024010821,Dhaka,23.8103,90.4125,0.0
2024010822,Dhaka,23.8103,90.4125,0.0
2024010823,Dhaka,23.8103,90.4125,0.0
2024010900,Dhaka,23.8103,90.4125,0.0
2024010901,Dhaka,23.8103,90.4125,0.0
2024010902,Dhaka,23.8103,90.4125,0.0
2024010903,Dhaka,23.8103,90.4125,0.0
2024010904,Dhaka,23.8103,90.4125,0.0
2024010905,Dhaka,23.8103,90.4125,0.0
2024010906,Dhaka,23.8103,90.4125,0.0
2024010907,Dhaka,23.8103,90.4125,34.58
2024010908,Dhaka,23.8103,90.4125,110.07
2024010909,Dhaka,23.8103,90.4125,193.48
2024010910,Dhaka,23.8103,90.4125,343.77
2024010911,Dhaka,23.8103,90.4125,457.48
2024010912,Dhaka,23.8103,90.4125,566.08
2024010913,Dhaka,23.8103,90.4125,500.65
2024010914,Dhaka,23.8103,90.4125,384.85
2024010915,Dhaka,23.8103,90.4125,242.6
2024010916,Dhaka,23.8103,90.4125,92.68
2024010917,Dhaka,23.8103,90.4125,5.1
2024010918,Dhaka,23.8103,90.4125,0.0
2024010919,Dhaka,23.8103,90.4125,0.0
2024010920,Dhaka,23.8103,90.4125,0.0
2024010921,Dhaka,23.8103,90.4125,0.0
2024010922,Dhaka,23.8103,90.4125,0.0
2024010923,Dhaka,23.8103,90.4125,0.0
2024011000,Dhaka,23.8103,90.4125,0.0
2024011001,Dhaka,23.8103,90.4125,0.0
2024011002,Dhaka,23.8103,90.4125,0.0
2024011003,Dhaka,23.8103,90.4125,0.0
2024011004,Dhaka,23.8103,90.4125,0.0
2024011005,Dhaka,23.8103,90.4125,0.0
2024011006,Dhaka,23.8103,90.4125,0.0
2024011007,Dhaka,23.8103,90.4125,41.62
2024011008,Dhaka,23.8103,90.4125,143.0
2024011009,Dhaka,23.8103,90.4125,255.95
2024011010,Dhaka,23.8103,90.4125,335.0
2024011011,Dhaka,23.8103,90.4125,397.7
2024011012,Dhaka,23.8103,90.4125,488.45
2024011013,Dhaka,23.8103,90.4125,483.0
2024011014,Dhaka,23.8103,90.4125,356.6
2024011015,Dhaka,23.8103,90.4125,222.12
2024011016,Dhaka,23.8103,90.4125,82.47
2024011017,Dhaka,23.8103,90.4125,4.75
2024011018,Dhaka,23.8103,90.4125,0.0
2024011019,Dhaka,23.8103,90.4125,0.0
2024011020,Dhaka,23.8103,90.4125,0.0
2024011021,Dhaka,23.8103,90.4125,0.0
2024011022,Dhaka,23.8103,90.4125,0.0
2024011023,Dhaka,23.8103,90.4125,0.0
2024011100,Dhaka,23.8103,90.4125,0.0
2024011101,Dhaka,23.8103,90.4125,0.0
2024011102,Dhaka,23.8103,90.4125,0.0
2024011103,Dhaka,23.8103,90.4125,0.0
2024011104,Dhaka,23.8103,90.4125,0.0
2024011105,Dhaka,23.8103,90.4125,0.0
2024011106,Dhaka,23.8103,90.4125,0.0
2024011107,Dhaka,23.8103,90.4125,57.8
2024011108,Dhaka,23.8103,90.4125,184.93
2024011109,Dhaka,23.8103,90.4125,333.88
2024011110,Dhaka,23.8103,90.4125,464.65
2024011111,Dhaka,23.8103,90.4125,481.85
2024011112,Dhaka,23.8103,90.4125,526.92
2024011113,Dhaka,23.8103,90.4125,472.58
2024011114,Dhaka,23.8103,90.4125,345.15
2024011115,Dhaka,23.8103,90.4125,216.55
2024011116,Dhaka,23.8103,90.4125,82.3
2024011117,Dhaka,23.8103,90.4125,5.12
2024011118,Dhaka,23.8103,90.4125,0.0
2024011119,Dhaka,23.8103,90.4125,0.0
2024011120,Dhaka,23.8103,90.4125,0.0
2024011121,Dhaka,23.8103,90.4125,0.0
2024011122,Dhaka,23.8103,90.4125,0.0
2024011123,Dhaka,23.8103,90.4125,0.0
2024011200,Dhaka,23.8103,90.4125,0.0
2024011201,Dhaka,23.8103,90.4125,0.0
2024011202,Dhaka,23.8103,90.4125,0.0
2024011203,Dhaka,23.8103,90.4125,0.0
2024011204,Dhaka,23.8103,90.4125,0.0
2024011205,Dhaka,23.8103,90.4125,0.0
2024011206,Dhaka,23.8103,90.4125,0.0
2024011207,Dhaka,23.8103,90.4125,38.4
2024011208,Dhaka,23.8103,90.4125,102.2
2024011209,Dhaka,23.8103,90.4125,171.05
2024011210,Dhaka,23.8103,90.4125,248.62
2024011211,Dhaka,23.8103,90.4125,222.95
2024011212,Dhaka,23.8103,90.4125,245.35
2024011213,Dhaka,23.8103,90.4125,272.88
2024011214,Dhaka,23.8103,90.4125,199.62
2024011215,Dhaka,23.8103,90.4125,107.85
2024011216,Dhaka,23.8103,90.4125,43.47
2024011217,Dhaka,23.8103,90.4125,3.05
2024011218,Dhaka,23.8103,90.4125,0.0
2024011219,Dhaka,23.8103,90.4125,0.0
2024011220,Dhaka,23.8103,90.4125,0.0
2024011221,Dhaka,23.8103,90.4125,0.0
2024011222,Dhaka,23.8103,90.4125,0.0
2024011223,Dhaka,23.8103,90.4125,0.0
2024011300,Dhaka,23.8103,90.4125,0.0
2024011301,Dhaka,23.8103,90.4125,0.0
2024011302,Dhaka,23.8103,90.4125,0.0
2024011303,Dhaka,23.8103,90.4125,0.0
2024011304,Dhaka,23.8103,90.4125,0.0
2024011305,Dhaka,23.8103,90.4125,0.0
2024011306,Dhaka,23.8103,90.4125,0.0
2024011307,Dhaka,23.8103,90.4125,19.55
2024011308,Dhaka,23.8103,90.4125,75.78
2024011309,Dhaka,23.8103,90.4125,146.57
2024011310,Dhaka,23.8103,90.4125,208.12
2024011311,Dhaka,23.8103,90.4125,228.95
2024011312,Dhaka,23.8103,90.4125,262.15
2024011313,Dhaka,23.8103,90.4125,240.5
2024011314,Dhaka,23.8103,90.4125,211.62
2024011315,Dhaka,23.8103,90.4125,134.05
2024011316,Dhaka,23.8103,90.4125,59.78
2024011317,Dhaka,23.8103,90.4125,4.8
2024011318,Dhaka,23.8103,90.4125,0.0
2024011319,Dhaka,23.8103,90.4125,0.0
2024011320,Dhaka,23.8103,90.4125,0.0
2024011321,Dhaka,23.8103,90.4125,0.0
2024011322,Dhaka,23.8103,90.4125,0.0
2024011323,Dhaka,23.8103,90.4125,0.0
2024011400,Dhaka,23.8103,90.4125,0.0
2024011401,Dhaka,23.8103,90.4125,0.0
2024011402,Dhaka,23.8103,90.4125,0.0
2024011403,Dhaka,23.8103,90.4125,0.0
2024011404,Dhaka,23.8103,90.4125,0.0
2024011405,Dhaka,23.8103,90.4125,0.0
2024011406,Dhaka,23.8103,90.4125,0.0
2024011407,Dhaka,23.8103,90.4125,33.28
2024011408,Dhaka,23.8103,90.4125,80.65
2024011409,Dhaka,23.8103,90.4125,138.6
2024011410,Dhaka,23.8103,90.4125,179.02
2024011411,Dhaka,23.8103,90.4125,152.23
2024011412,Dhaka,23.8103,90.4125,181.45
2024011413,Dhaka,23.8103,90.4125,142.77
2024011414,Dhaka,23.8103,90.4125,152.4
2024011415,Dhaka,23.8103,90.4125,89.47
2024011416,Dhaka,23.8103,90.4125,37.3
2024011417,Dhaka,23.8103,90.4125,2.85
2024011418,Dhaka,23.8103,90.4125,0.0
2024011419,Dhaka,23.8103,90.4125,0.0
2024011420,Dhaka,23.8103,90.4125,0.0
2024011421,Dhaka,23.8103,90.4125,0.0
2024011422,Dhaka,23.8103,90.4125,0.0
2024011423,Dhaka,23.8103,90.4125,0.0
2024011500,Dhaka,23.8103,90.4125,0.0
2024011501,Dhaka,23.8103,90.4125,0.0
2024011502,Dhaka,23.8103,90.4125,0.0
2024011503,Dhaka,23.8103,90.4125,0.0
2024011504,Dhaka,23.8103,90.4125,0.0
2024011505,Dhaka,23.8103,90.4125,0.0
2024011506,Dhaka,23.8103,90.4125,0.0
2024011507,Dhaka,23.8103,90.4125,42.75
2024011508,Dhaka,23.8103,90.4125,150.25
2024011509,Dhaka,23.8103,90.4125,294.12
2024011510,Dhaka,23.8103,90.4125,417.48
2024011511,Dhaka,23.8103,90.4125,443.27
2024011512,Dhaka,23.8103,90.4125,511.12
2024011513,Dhaka,23.8103,90.4125,451.67
2024011514,Dhaka,23.8103,90.4125,351.52
2024011515,Dhaka,23.8103,90.4125,219.68
2024011516,Dhaka,23.8103,90.4125,89.35
2024011517,Dhaka,23.8103,90.4125,6.68
2024011518,Dhaka,23.8103,90.4125,0.0
2024011519,Dhaka,23.8103,90.4125,0.0
2024011520,Dhaka,23.8103,90.4125,0.0
2024011521,Dhaka,23.8103,90.4125,0.0
2024011522,Dhaka,23.8103,90.4125,0.0
2024011523,Dhaka,23.8103,90.4125,0.0
2024011600,Dhaka,23.8103,90.4125,0.0
2024011601,Dhaka,23.8103,90.4125,0.0
2024011602,Dhaka,23.8103,90.4125,0.0
2024011603,Dhaka,23.8103,90.4125,0.0
2024011604,Dhaka,23.8103,90.4125,0.0
2024011605,Dhaka,23.8103,90.4125,0.0
2024011606,Dhaka,23.8103,90.4125,0.0
2024011607,Dhaka,23.8103,90.4125,31.88
2024011608,Dhaka,23.8103,90.4125,92.5
2024011609,Dhaka,23.8103,90.4125,173.15
2024011610,Dhaka,23.8103,90.4125,257.4
2024011611,Dhaka,23.8103,90.4125,335.17
2024011612,Dhaka,23.8103,90.4125,317.35
2024011613,Dhaka,23.8103,90.4125,331.75
2024011614,Dhaka,23.8103,90.4125,290.88
2024011615,Dhaka,23.8103,90.4125,185.5
2024011616,Dhaka,23.8103,90.4125,80.1
2024011617,Dhaka,23.8103,90.4125,6.45
2024011618,Dhaka,23.8103,90.4125,0.0
2024011619,Dhaka,23.8103,90.4125,0.0
2024011620,Dhaka,23.8103,90.4125,0.0
2024011621,Dhaka,23.8103,90.4125,0.0
2024011622,Dhaka,23.8103,90.4125,0.0
2024011623,Dhaka,23.8103,90.4125,0.0
2024011700,Dhaka,23.8103,90.4125,0.0
2024011701,Dhaka,23.8103,90.4125,0.0
2024011702,Dhaka,23.8103,90.4125,0.0
2024011703,Dhaka,23.8103,90.4125,0.0
2024011704,Dhaka,23.8103,90.4125,0.0
2024011705,Dhaka,23.8103,90.4125,0.0
2024011706,Dhaka,23.8103,90.4125,0.0
2024011707,Dhaka,23.8103,90.4125,38.62
2024011708,Dhaka,23.8103,90.4125,123.47
2024011709,Dhaka,23.8103,90.4125,225.6
2024011710,Dhaka,23.8103,90.4125,297.42
2024011711,Dhaka,23.8103,90.4125,233.45
2024011712,Dhaka,23.8103,90.4125,268.38
2024011713,Dhaka,23.8103,90.4125,353.17
2024011714,Dhaka,23.8103,90.4125,255.7
2024011715,Dhaka,23.8103,90.4125,167.12
2024011716,Dhaka,23.8103,90.4125,75.1
2024011717,Dhaka,23.8103,90.4125,6.8
2024011718,Dhaka,23.8103,90.4125,0.0
2024011719,Dhaka,23.8103,90.4125,0.0
2024011720,Dhaka,23.8103,90.4125,0.0
2024011721,Dhaka,23.8103,90.4125,0.0
2024011722,Dhaka,23.8103,90.4125,0.0
2024011723,Dhaka,23.8103,90.4125,0.0
2024011800,Dhaka,23.8103,90.4125,0.0
2024011801,Dhaka,23.8103,90.4125,0.0
2024011802,Dhaka,23.8103,90.4125,0.0
2024011803,Dhaka,23.8103,90.4125,0.0
2024011804,Dhaka,23.8103,90.4125,0.0
2024011805,Dhaka,23.8103,90.4125,0.0
2024011806,Dhaka,23.8103,90.4125,0.0
2024011807,Dhaka,23.8103,90.4125,29.33
2024011808,Dhaka,23.8103,90.4125,76.65
2024011809,Dhaka,23.8103,90.4125,122.07
2024011810,Dhaka,23.8103,90.4125,211.2
2024011811,Dhaka,23.8103,90.4125,377.33
2024011812,Dhaka,23.8103,90.4125,431.2
2024011813,Dhaka,23.8103,90.4125,364.0
2024011814,Dhaka,23.8103,90.4125,271.98
2024011815,Dhaka,23.8103,90.4125,158.65
2024011816,Dhaka,23.8103,90.4125,66.43
2024011817,Dhaka,23.8103,90.4125,4.1
2024011818,Dhaka,23.8103,90.4125,0.0
2024011819,Dhaka,23.8103,90.4125,0.0
2024011820,Dhaka,23.8103,90.4125,0.0
2024011821,Dhaka,23.8103,90.4125,0.0
2024011822,Dhaka,23.8103,90.4125,0.0
2024011823,Dhaka,23.8103,90.4125,0.0
2024011900,Dhaka,23.8103,90.4125,0.0
2024011901,Dhaka,23.8103,90.4125,0.0
2024011902,Dhaka,23.8103,90.4125,0.0
2024011903,Dhaka,23.8103,90.4125,0.0
2024011904,Dhaka,23.8103,90.4125,0.0
2024011905,Dhaka,23.8103,90.4125,0.0
2024011906,Dhaka,23.8103,90.4125,0.0
2024011907,Dhaka,23.8103,90.4125,50.58
2024011908,Dhaka,23.8103,90.4125,160.32
2024011909,Dhaka,23.8103,90.4125,334.62
2024011910,Dhaka,23.8103,90.4125,441.45
2024011911,Dhaka,23.8103,90.4125,588.22
2024011912,Dhaka,23.8103,90.4125,595.55
2024011913,Dhaka,23.8103,90.4125,518.2
2024011914,Dhaka,23.8103,90.4125,419.0
2024011915,Dhaka,23.8103,90.4125,254.4
2024011916,Dhaka,23.8103,90.4125,109.85
2024011917,Dhaka,23.8103,90.4125,8.9
2024011918,Dhaka,23.8103,90.4125,0.0
2024011919,Dhaka,23.8103,90.4125,0.0
2024011920,Dhaka,23.8103,90.4125,0.0
2024011921,Dhaka,23.8103,90.4125,0.0
2024011922,Dhaka,23.8103,90.4125,0.0
2024011923,Dhaka,23.8103,90.4125,0.0
2024012000,Dhaka,23.8103,90.4125,0.0
2024012001,Dhaka,23.8103,90.4125,0.0
2024012002,Dhaka,23.8103,90.4125,0.0
2024012003,Dhaka,23.8103,90.4125,0.0
2024012004,Dhaka,23.8103,90.4125,0.0
2024012005,Dhaka,23.8103,90.4125,0.0
2024012006,Dhaka,23.8103,90.4125,0.0
2024012007,Dhaka,23.8103,90.4125,55.22
2024012008,Dhaka,23.8103,90.4125,164.55
2024012009,Dhaka,23.8103,90.4125,280.08
2024012010,Dhaka,23.8103,90.4125,452.23
2024012011,Dhaka,23.8103,90.4125,545.25
2024012012,Dhaka,23.8103,90.4125,617.6
2024012013,Dhaka,23.8103,90.4125,560.85
2024012014,Dhaka,23.8103,90.4125,410.4
2024012015,Dhaka,23.8103,90.4125,251.98
2024012016,Dhaka,23.8103,90.4125,108.62
2024012017,Dhaka,23.8103,90.4125,9.7
2024012018,Dhaka,23.8103,90.4125,0.0
2024012019,Dhaka,23.8103,90.4125,0.0
2024012020,Dhaka,23.8103,90.4125,0.0
2024012021,Dhaka,23.8103,90.4125,0.0
2024012022,Dhaka,23.8103,90.4125,0.0
2024012023,Dhaka,23.8103,90.4125,0.0
2024012100,Dhaka,23.8103,90.4125,0.0
2024012101,Dhaka,23.8103,90.4125,0.0
2024012102,Dhaka,23.8103,90.4125,0.0
2024012103,Dhaka,23.8103,90.4125,0.0
2024012104,Dhaka,23.8103,90.4125,0.0
2024012105,Dhaka,23.8103,90.4125,0.0
2024012106,Dhaka,23.8103,90.4125,0.0
2024012107,Dhaka,23.8103,90.4125,54.62
2024012108,Dhaka,23.8103,90.4125,143.7
2024012109,Dhaka,23.8103,90.4125,276.42
2024012110,Dhaka,23.8103,90.4125,407.6
2024012111,Dhaka,23.8103,90.4125,459.3
2024012112,Dhaka,23.8103,90.4125,473.92
2024012113,Dhaka,23.8103,90.4125,424.73
2024012114,Dhaka,23.8103,90.4125,301.42
2024012115,Dhaka,23.8103,90.4125,185.4
2024012116,Dhaka,23.8103,90.4125,77.32
2024012117,Dhaka,23.8103,90.4125,7.43
2024012118,Dhaka,23.8103,90.4125,0.0
2024012119,Dhaka,23.8103,90.4125,0.0
2024012120,Dhaka,23.8103,90.4125,0.0
2024012121,Dhaka,23.8103,90.4125,0.0
2024012122,Dhaka,23.8103,90.4125,0.0
2024012123,Dhaka,23.8103,90.4125,0.0
2024012200,Dhaka,23.8103,90.4125,0.0
2024012201,Dhaka,23.8103,90.4125,0.0
2024012202,Dhaka,23.8103,90.4125,0.0
2024012203,Dhaka,23.8103,90.4125,0.0
2024012204,Dhaka,23.8103,90.4125,0.0
2024012205,Dhaka,23.8103,90.4125,0.0
2024012206,Dhaka,23.8103,90.4125,0.0
2024012207,Dhaka,23.8103,90.4125,35.58
2024012208,Dhaka,23.8103,90.4125,89.45
2024012209,Dhaka,23.8103,90.4125,162.35
2024012210,Dhaka,23.8103,90.4125,252.27
2024012211,Dhaka,23.8103,90.4125,238.9
2024012212,Dhaka,23.8103,90.4125,326.85
2024012213,Dhaka,23.8103,90.4125,363.48
2024012214,Dhaka,23.8103,90.4125,270.6
2024012215,Dhaka,23.8103,90.4125,179.52
2024012216,Dhaka,23.8103,90.4125,78.1
2024012217,Dhaka,23.8103,90.4125,7.88
2024012218,Dhaka,23.8103,90.4125,0.0
2024012219,Dhaka,23.8103,90.4125,0.0
2024012220,Dhaka,23.8103,90.4125,0.0
2024012221,Dhaka,23.8103,90.4125,0.0
2024012222,Dhaka,23.8103,90.4125,0.0
2024012223,Dhaka,23.8103,90.4125,0.0
2024012300,Dhaka,23.8103,90.4125,0.0
2024012301,Dhaka,23.8103,90.4125,0.0
2024012302,Dhaka,23.8103,90.4125,0.0
2024012303,Dhaka,23.8103,90.4125,0.0
2024012304,Dhaka,23.8103,90.4125,0.0
2024012305,Dhaka,23.8103,90.4125,0.0
2024012306,Dhaka,23.8103,90.4125,0.0
2024012307,Dhaka,23.8103,90.4125,51.88
2024012308,Dhaka,23.8103,90.4125,156.75
2024012309,Dhaka,23.8103,90.4125,324.73
2024012310,Dhaka,23.8103,90.4125,467.2
2024012311,Dhaka,23.8103,90.4125,564.62
2024012312,Dhaka,23.8103,90.4125,583.47
2024012313,Dhaka,23.8103,90.4125,543.15
2024012314,Dhaka,23.8103,90.4125,420.4
2024012315,Dhaka,23.8103,90.4125,266.65
2024012316,Dhaka,23.8103,90.4125,110.55
2024012317,Dhaka,23.8103,90.4125,10.4
2024012318,Dhaka,23.8103,90.4125,0.0
2024012319,Dhaka,23.8103,90.4125,0.0
2024012320,Dhaka,23.8103,90.4125,0.0
2024012321,Dhaka,23.8103,90.4125,0.0
2024012322,Dhaka,23.8103,90.4125,0.0
2024012323,Dhaka,23.8103,90.4125,0.0
2024012400,Dhaka,23.8103,90.4125,0.0
2024012401,Dhaka,23.8103,90.4125,0.0
2024012402,Dhaka,23.8103,90.4125,0.0
2024012403,Dhaka,23.8103,90.4125,0.0
2024012404,Dhaka,23.8103,90.4125,0.0
